target,model,feature,coefficient
future_logrv_20,HAR_Ridge,past_logrv_60,0.065684
future_logrv_20,HARplusMacro_Ridge,past_logrv_5,0.044361
future_logrv_20,HARplusMacro_Ridge,past_logrv_20,0.058713
future_logrv_20,HARplusMacro_Ridge,past_logrv_60,0.057367
future_logrv_20,HARplusMacro_Ridge,cpi_yoy_m1,0.010049
future_logrv_20,HARplusMacro_Ridge,cpi_yoy_avg12,0.008903
future_logrv_20,HARplusMacro_Ridge,cpi_delta1_m1,0.016294
future_logrv_20,HARplusMacro_Ridge,cpi_delta1_avg12,0.257486
future_logrv_20,HARplusMacro_Ridge,ppi_yoy_m1,-0.009973
future_logrv_20,HARplusMacro_Ridge,ppi_yoy_avg12,-0.009671
future_logrv_20,HARplusMacro_Ridge,ppi_delta1_m1,-0.023916
future_logrv_20,HARplusMacro_Ridge,ppi_delta1_avg12,-0.388269
future_logrv_20,HARplusMacro_Ridge,m2_yoy_m1,0.000206
future_logrv_20,HARplusMacro_Ridge,m2_yoy_avg12,-0.000767
future_logrv_20,HARplusMacro_Ridge,m2_delta1_m1,0.003719
future_logrv_20,HARplusMacro_Ridge,m2_delta1_avg12,0.16666
future_logrv_20,HARplusMacro_Ridge,epu_log_m1,-0.011445
future_logrv_20,HARplusMacro_Ridge,epu_log_avg12,-0.014274
future_logrv_20,HARplusMacro_Ridge,epu_log_delta1_m1,0.037083
future_logrv_20,HARplusMacro_Ridge,epu_log_delta1_avg12,0.105651
future_logrv_20,HARplusMacro_Ridge,fx_log_m1,-0.740805
future_logrv_20,HARplusMacro_Ridge,fx_log_avg12,-0.780128
future_logrv_20,HARplusMacro_Ridge,fx_ret1_m1,2.37412
future_logrv_20,HARplusMacro_Ridge,fx_ret1_avg12,16.335
future_absret_20,Macro_SummaryOLS,cpi_yoy_m1,-0.000562
future_absret_20,Macro_SummaryOLS,cpi_yoy_avg12,0.000485
future_absret_20,Macro_SummaryOLS,cpi_delta1_m1,4.8e-05
future_absret_20,Macro_SummaryOLS,cpi_delta1_avg12,0.015433
future_absret_20,Macro_SummaryOLS,ppi_yoy_m1,-0.000107
future_absret_20,Macro_SummaryOLS,ppi_yoy_avg12,-0.000499
future_absret_20,Macro_SummaryOLS,ppi_delta1_m1,-0.000131
future_absret_20,Macro_SummaryOLS,ppi_delta1_avg12,-0.010672
future_absret_20,Macro_SummaryOLS,m2_yoy_m1,0.000322
future_absret_20,Macro_SummaryOLS,m2_yoy_avg12,-0.001063
future_absret_20,Macro_SummaryOLS,m2_delta1_m1,-0.000295
future_absret_20,Macro_SummaryOLS,m2_delta1_avg12,0.005715
future_absret_20,Macro_SummaryOLS,epu_log_m1,0.003237
future_absret_20,Macro_SummaryOLS,epu_log_avg12,-0.002657
future_absret_20,Macro_SummaryOLS,epu_log_delta1_m1,-0.00011
future_absret_20,Macro_SummaryOLS,epu_log_delta1_avg12,-0.015973
future_absret_20,Macro_SummaryOLS,fx_log_m1,-0.014222
future_absret_20,Macro_SummaryOLS,fx_log_avg12,-0.042085
future_absret_20,Macro_SummaryOLS,fx_ret1_m1,0.002861
future_absret_20,Macro_SummaryOLS,fx_ret1_avg12,0.838404
future_absret_20,Macro_Ridge,cpi_yoy_m1,2.8e-05
future_absret_20,Macro_Ridge,cpi_yoy_avg12,2e-05
future_absret_20,Macro_Ridge,cpi_delta1_m1,9.8e-05
future_absret_20,Macro_Ridge,cpi_delta1_avg12,0.001799
future_absret_20,Macro_Ridge,ppi_yoy_m1,-5.3e-05
future_absret_20,Macro_Ridge,ppi_yoy_avg12,-5.1e-05
future_absret_20,Macro_Ridge,ppi_delta1_m1,-0.000136
future_absret_20,Macro_Ridge,ppi_delta1_avg12,-0.00186
future_absret_20,Macro_Ridge,m2_yoy_m1,1.7e-05
future_absret_20,Macro_Ridge,m2_yoy_avg12,1e-05
future_absret_20,Macro_Ridge,m2_delta1_m1,3.2e-05
future_absret_20,Macro_Ridge,m2_delta1_avg12,0.001263
future_absret_20,Macro_Ridge,epu_log_m1,-8.6e-05
future_absret_20,Macro_Ridge,epu_log_avg12,-0.000108
future_absret_20,Macro_Ridge,epu_log_delta1_m1,0.000233
future_absret_20,Macro_Ridge,epu_log_delta1_avg12,0.001371
future_absret_20,Macro_Ridge,fx_log_m1,-0.004544
future_absret_20,Macro_Ridge,fx_log_avg12,-0.004862
future_absret_20,Macro_Ridge,fx_ret1_m1,0.016875
future_absret_20,Macro_Ridge,fx_ret1_avg12,0.130545
future_absret_20,Macro_PCR,PC1,0.263635
future_absret_20,Factor_OLS,price_factor_m1,-7e-06
future_absret_20,Factor_OLS,price_factor_avg12,-0.002854
future_absret_20,Factor_OLS,money_factor_m1,9.8e-05
future_absret_20,Factor_OLS,money_factor_avg12,-0.000187
future_absret_20,Factor_OLS,policy_factor_m1,0.000215
future_absret_20,Factor_OLS,policy_factor_avg12,8.1e-05
future_absret_20,Factor_OLS,fx_factor_m1,0.00018
future_absret_20,Factor_OLS,fx_factor_avg12,-0.001778
future_absret_20,Factor_Ridge,price_factor_m1,-6.7e-05
future_absret_20,Factor_Ridge,price_factor_avg12,-0.000409
future_absret_20,Factor_Ridge,money_factor_m1,3.3e-05
future_absret_20,Factor_Ridge,money_factor_avg12,7.8e-05
future_absret_20,Factor_Ridge,policy_factor_m1,-1.6e-05
future_absret_20,Factor_Ridge,policy_factor_avg12,-6.3e-05
future_absret_20,Factor_Ridge,fx_factor_m1,-8.3e-05
future_absret_20,Factor_Ridge,fx_factor_avg12,-0.000222
future_absret_20,HAR_OLS,past_absret_5,0.106317
future_absret_20,HAR_OLS,past_absret_20,0.308906
future_absret_20,HAR_OLS,past_absret_60,0.165759
future_absret_20,HAR_Ridge,past_absret_5,0.039426
future_absret_20,HAR_Ridge,past_absret_20,0.05294
future_absret_20,HAR_Ridge,past_absret_60,0.050941
future_absret_20,HARplusMacro_Ridge,past_absret_5,0.035666
future_absret_20,HARplusMacro_Ridge,past_absret_20,0.047698
future_absret_20,HARplusMacro_Ridge,past_absret_60,0.044517
future_absret_20,HARplusMacro_Ridge,cpi_yoy_m1,2.7e-05
future_absret_20,HARplusMacro_Ridge,cpi_yoy_avg12,2e-05
future_absret_20,HARplusMacro_Ridge,cpi_delta1_m1,8.3e-05
future_absret_20,HARplusMacro_Ridge,cpi_delta1_avg12,0.001608
future_absret_20,HARplusMacro_Ridge,ppi_yoy_m1,-4.4e-05
future_absret_20,HARplusMacro_Ridge,ppi_yoy_avg12,-4.2e-05
future_absret_20,HARplusMacro_Ridge,ppi_delta1_m1,-0.000112
future_absret_20,HARplusMacro_Ridge,ppi_delta1_avg12,-0.001588
future_absret_20,HARplusMacro_Ridge,m2_yoy_m1,1e-05
future_absret_20,HARplusMacro_Ridge,m2_yoy_avg12,3e-06
future_absret_20,HARplusMacro_Ridge,m2_delta1_m1,2.7e-05
future_absret_20,HARplusMacro_Ridge,m2_delta1_avg12,0.00106
future_absret_20,HARplusMacro_Ridge,epu_log_m1,-7.9e-05
future_absret_20,HARplusMacro_Ridge,epu_log_avg12,-9.8e-05
future_absret_20,HARplusMacro_Ridge,epu_log_delta1_m1,0.000224
future_absret_20,HARplusMacro_Ridge,epu_log_delta1_avg12,0.001073
future_absret_20,HARplusMacro_Ridge,fx_log_m1,-0.003743
future_absret_20,HARplusMacro_Ridge,fx_log_avg12,-0.004025
future_absret_20,HARplusMacro_Ridge,fx_ret1_m1,0.015142
future_absret_20,HARplusMacro_Ridge,fx_ret1_avg12,0.110824
future_upratio_20,Macro_SummaryOLS,cpi_yoy_m1,-0.021535
future_upratio_20,Macro_SummaryOLS,cpi_yoy_avg12,0.017478
future_upratio_20,Macro_SummaryOLS,cpi_delta1_m1,-0.00928
future_upratio_20,Macro_SummaryOLS,cpi_delta1_avg12,-0.275198
future_upratio_20,Macro_SummaryOLS,ppi_yoy_m1,0.010539
future_upratio_20,Macro_SummaryOLS,ppi_yoy_avg12,-0.011154
future_upratio_20,Macro_SummaryOLS,ppi_delta1_m1,-0.003414
future_upratio_20,Macro_SummaryOLS,ppi_delta1_avg12,-0.064396
future_upratio_20,Macro_SummaryOLS,m2_yoy_m1,0.003119
future_upratio_20,Macro_SummaryOLS,m2_yoy_avg12,0.006346
future_upratio_20,Macro_SummaryOLS,m2_delta1_m1,-0.004497
future_upratio_20,Macro_SummaryOLS,m2_delta1_avg12,0.05966
future_upratio_20,Macro_SummaryOLS,epu_log_m1,-0.084874
future_upratio_20,Macro_SummaryOLS,epu_log_avg12,0.06027
future_upratio_20,Macro_SummaryOLS,epu_log_delta1_m1,0.003277
future_upratio_20,Macro_SummaryOLS,epu_log_delta1_avg12,0.518397
future_upratio_20,Macro_SummaryOLS,fx_log_m1,1.641933
future_upratio_20,Macro_SummaryOLS,fx_log_avg12,-1.064053
future_upratio_20,Macro_SummaryOLS,fx_ret1_m1,0.729603
future_upratio_20,Macro_SummaryOLS,fx_ret1_avg12,-39.0358
future_upratio_20,Macro_Ridge,cpi_yoy_m1,-0.000257
future_upratio_20,Macro_Ridge,cpi_yoy_avg12,0.000232
future_upratio_20,Macro_Ridge,cpi_delta1_m1,-0.007001
future_upratio_20,Macro_Ridge,cpi_delta1_avg12,-0.078045
future_upratio_20,Macro_Ridge,ppi_yoy_m1,-0.000191
future_upratio_20,Macro_Ridge,ppi_yoy_avg12,-0.000173
future_upratio_20,Macro_Ridge,ppi_delta1_m1,-0.001594
future_upratio_20,Macro_Ridge,ppi_delta1_avg12,-0.024495
future_upratio_20,Macro_Ridge,m2_yoy_m1,0.000991
future_upratio_20,Macro_Ridge,m2_yoy_avg12,0.000995
future_upratio_20,Macro_Ridge,m2_delta1_m1,-5.7e-05
future_upratio_20,Macro_Ridge,m2_delta1_avg12,0.007173
future_upratio_20,Macro_Ridge,epu_log_m1,-0.001107
future_upratio_20,Macro_Ridge,epu_log_avg12,-0.000853
future_upratio_20,Macro_Ridge,epu_log_delta1_m1,-0.005539
future_upratio_20,Macro_Ridge,epu_log_delta1_avg12,-0.009581
future_upratio_20,Macro_Ridge,fx_log_m1,0.016849
future_upratio_20,Macro_Ridge,fx_log_avg12,0.025346
future_upratio_20,Macro_Ridge,fx_ret1_m1,-0.265807
future_upratio_20,Macro_Ridge,fx_ret1_avg12,-3.575777
future_upratio_20,Macro_PCR,PC1,0.263635
future_upratio_20,Macro_PCR,PC2,0.141366
future_upratio_20,Factor_OLS,price_factor_m1,-0.001835
future_upratio_20,Factor_OLS,price_factor_avg12,-0.021094
future_upratio_20,Factor_OLS,money_factor_m1,-0.000245
future_upratio_20,Factor_OLS,money_factor_avg12,0.022762
future_upratio_20,Factor_OLS,policy_factor_m1,-0.003592
future_upratio_20,Factor_OLS,policy_factor_avg12,0.004807
future_upratio_20,Factor_OLS,fx_factor_m1,0.001503
future_upratio_20,Factor_OLS,fx_factor_avg12,0.003287
future_upratio_20,Factor_Ridge,price_factor_m1,-0.001018
future_upratio_20,Factor_Ridge,price_factor_avg12,-0.005108
future_upratio_20,Factor_Ridge,money_factor_m1,0.000842
future_upratio_20,Factor_Ridge,money_factor_avg12,0.002694
future_upratio_20,Factor_Ridge,policy_factor_m1,-0.00051
future_upratio_20,Factor_Ridge,policy_factor_avg12,-0.000446
future_upratio_20,Factor_Ridge,fx_factor_m1,-6.9e-05
future_upratio_20,Factor_Ridge,fx_factor_avg12,-0.000159
future_upratio_20,HAR_OLS,past_upratio_5,-0.017319
future_upratio_20,HAR_OLS,past_upratio_20,0.050738
future_upratio_20,HAR_OLS,past_upratio_60,0.052858
future_upratio_20,HAR_Ridge,past_upratio_5,0.001025
future_upratio_20,HAR_Ridge,past_upratio_20,0.003848
future_upratio_20,HAR_Ridge,past_upratio_60,0.013226
future_upratio_20,HARplusMacro_Ridge,past_upratio_5,0.000665
future_upratio_20,HARplusMacro_Ridge,past_upratio_20,0.002351
future_upratio_20,HARplusMacro_Ridge,past_upratio_60,0.010749
future_upratio_20,HARplusMacro_Ridge,cpi_yoy_m1,-0.000255
future_upratio_20,HARplusMacro_Ridge,cpi_yoy_avg12,0.000235
future_upratio_20,HARplusMacro_Ridge,cpi_delta1_m1,-0.007018
future_upratio_20,HARplusMacro_Ridge,cpi_delta1_avg12,-0.078201
future_upratio_20,HARplusMacro_Ridge,ppi_yoy_m1,-0.000191
future_upratio_20,HARplusMacro_Ridge,ppi_yoy_avg12,-0.000173
future_upratio_20,HARplusMacro_Ridge,ppi_delta1_m1,-0.001596
future_upratio_20,HARplusMacro_Ridge,ppi_delta1_avg12,-0.024503
future_upratio_20,HARplusMacro_Ridge,m2_yoy_m1,0.000984
future_upratio_20,HARplusMacro_Ridge,m2_yoy_avg12,0.000987
future_upratio_20,HARplusMacro_Ridge,m2_delta1_m1,-5.3e-05
future_upratio_20,HARplusMacro_Ridge,m2_delta1_avg12,0.007209
future_upratio_20,HARplusMacro_Ridge,epu_log_m1,-0.001049
future_upratio_20,HARplusMacro_Ridge,epu_log_avg12,-0.000795
future_upratio_20,HARplusMacro_Ridge,epu_log_delta1_m1,-0.005537
future_upratio_20,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.009066
future_upratio_20,HARplusMacro_Ridge,fx_log_m1,0.017246
future_upratio_20,HARplusMacro_Ridge,fx_log_avg12,0.025659
future_upratio_20,HARplusMacro_Ridge,fx_ret1_m1,-0.26136
future_upratio_20,HARplusMacro_Ridge,fx_ret1_avg12,-3.545517
future_signbalance_20,Macro_SummaryOLS,cpi_yoy_m1,-0.043071
future_signbalance_20,Macro_SummaryOLS,cpi_yoy_avg12,0.034956
future_signbalance_20,Macro_SummaryOLS,cpi_delta1_m1,-0.01856
future_signbalance_20,Macro_SummaryOLS,cpi_delta1_avg12,-0.550397
future_signbalance_20,Macro_SummaryOLS,ppi_yoy_m1,0.021078
future_signbalance_20,Macro_SummaryOLS,ppi_yoy_avg12,-0.022309
future_signbalance_20,Macro_SummaryOLS,ppi_delta1_m1,-0.006827
future_signbalance_20,Macro_SummaryOLS,ppi_delta1_avg12,-0.128792
future_signbalance_20,Macro_SummaryOLS,m2_yoy_m1,0.006238
future_signbalance_20,Macro_SummaryOLS,m2_yoy_avg12,0.012693
future_signbalance_20,Macro_SummaryOLS,m2_delta1_m1,-0.008994
future_signbalance_20,Macro_SummaryOLS,m2_delta1_avg12,0.11932
future_signbalance_20,Macro_SummaryOLS,epu_log_m1,-0.169748
future_signbalance_20,Macro_SummaryOLS,epu_log_avg12,0.12054
future_signbalance_20,Macro_SummaryOLS,epu_log_delta1_m1,0.006553
future_signbalance_20,Macro_SummaryOLS,epu_log_delta1_avg12,1.036794
future_signbalance_20,Macro_SummaryOLS,fx_log_m1,3.283866
future_signbalance_20,Macro_SummaryOLS,fx_log_avg12,-2.128105
future_signbalance_20,Macro_SummaryOLS,fx_ret1_m1,1.459205
future_signbalance_20,Macro_SummaryOLS,fx_ret1_avg12,-78.0716
future_signbalance_20,Macro_Ridge,cpi_yoy_m1,-0.000515
future_signbalance_20,Macro_Ridge,cpi_yoy_avg12,0.000463
future_signbalance_20,Macro_Ridge,cpi_delta1_m1,-0.014002
future_signbalance_20,Macro_Ridge,cpi_delta1_avg12,-0.156091
future_signbalance_20,Macro_Ridge,ppi_yoy_m1,-0.000383
future_signbalance_20,Macro_Ridge,ppi_yoy_avg12,-0.000347
future_signbalance_20,Macro_Ridge,ppi_delta1_m1,-0.003188
future_signbalance_20,Macro_Ridge,ppi_delta1_avg12,-0.04899
future_signbalance_20,Macro_Ridge,m2_yoy_m1,0.001982
future_signbalance_20,Macro_Ridge,m2_yoy_avg12,0.00199
future_signbalance_20,Macro_Ridge,m2_delta1_m1,-0.000113
future_signbalance_20,Macro_Ridge,m2_delta1_avg12,0.014345
future_signbalance_20,Macro_Ridge,epu_log_m1,-0.002214
future_signbalance_20,Macro_Ridge,epu_log_avg12,-0.001706
future_signbalance_20,Macro_Ridge,epu_log_delta1_m1,-0.011078
future_signbalance_20,Macro_Ridge,epu_log_delta1_avg12,-0.019162
future_signbalance_20,Macro_Ridge,fx_log_m1,0.033698
future_signbalance_20,Macro_Ridge,fx_log_avg12,0.050692
future_signbalance_20,Macro_Ridge,fx_ret1_m1,-0.531615
future_signbalance_20,Macro_Ridge,fx_ret1_avg12,-7.151554
future_signbalance_20,Macro_PCR,PC1,0.263635
future_signbalance_20,Macro_PCR,PC2,0.141366
future_signbalance_20,Factor_OLS,price_factor_m1,-0.003669
future_signbalance_20,Factor_OLS,price_factor_avg12,-0.042187
future_signbalance_20,Factor_OLS,money_factor_m1,-0.000491
future_signbalance_20,Factor_OLS,money_factor_avg12,0.045524
future_signbalance_20,Factor_OLS,policy_factor_m1,-0.007184
future_signbalance_20,Factor_OLS,policy_factor_avg12,0.009614
future_signbalance_20,Factor_OLS,fx_factor_m1,0.003006
future_signbalance_20,Factor_OLS,fx_factor_avg12,0.006574
future_signbalance_20,Factor_Ridge,price_factor_m1,-0.002037
future_signbalance_20,Factor_Ridge,price_factor_avg12,-0.010217
future_signbalance_20,Factor_Ridge,money_factor_m1,0.001683
future_signbalance_20,Factor_Ridge,money_factor_avg12,0.005387
future_signbalance_20,Factor_Ridge,policy_factor_m1,-0.001021
future_signbalance_20,Factor_Ridge,policy_factor_avg12,-0.000892
future_signbalance_20,Factor_Ridge,fx_factor_m1,-0.000138
future_signbalance_20,Factor_Ridge,fx_factor_avg12,-0.000318
future_signbalance_20,HAR_OLS,past_signbalance_5,-0.017319
future_signbalance_20,HAR_OLS,past_signbalance_20,0.050738
future_signbalance_20,HAR_OLS,past_signbalance_60,0.052858
future_signbalance_20,HAR_Ridge,past_signbalance_5,0.001025
future_signbalance_20,HAR_Ridge,past_signbalance_20,0.003848
future_signbalance_20,HAR_Ridge,past_signbalance_60,0.013226
future_signbalance_20,HARplusMacro_Ridge,past_signbalance_5,0.000665
future_signbalance_20,HARplusMacro_Ridge,past_signbalance_20,0.002351
future_signbalance_20,HARplusMacro_Ridge,past_signbalance_60,0.010749
future_signbalance_20,HARplusMacro_Ridge,cpi_yoy_m1,-0.00051
future_signbalance_20,HARplusMacro_Ridge,cpi_yoy_avg12,0.00047
future_signbalance_20,HARplusMacro_Ridge,cpi_delta1_m1,-0.014036
future_signbalance_20,HARplusMacro_Ridge,cpi_delta1_avg12,-0.156403
future_signbalance_20,HARplusMacro_Ridge,ppi_yoy_m1,-0.000382
future_signbalance_20,HARplusMacro_Ridge,ppi_yoy_avg12,-0.000346
future_signbalance_20,HARplusMacro_Ridge,ppi_delta1_m1,-0.003193
future_signbalance_20,HARplusMacro_Ridge,ppi_delta1_avg12,-0.049006
future_signbalance_20,HARplusMacro_Ridge,m2_yoy_m1,0.001967
future_signbalance_20,HARplusMacro_Ridge,m2_yoy_avg12,0.001974
future_signbalance_20,HARplusMacro_Ridge,m2_delta1_m1,-0.000106
future_signbalance_20,HARplusMacro_Ridge,m2_delta1_avg12,0.014418
future_signbalance_20,HARplusMacro_Ridge,epu_log_m1,-0.002098
future_signbalance_20,HARplusMacro_Ridge,epu_log_avg12,-0.001591
future_signbalance_20,HARplusMacro_Ridge,epu_log_delta1_m1,-0.011074
future_signbalance_20,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.018132
future_signbalance_20,HARplusMacro_Ridge,fx_log_m1,0.034491
future_signbalance_20,HARplusMacro_Ridge,fx_log_avg12,0.051318
future_signbalance_20,HARplusMacro_Ridge,fx_ret1_m1,-0.522721
future_signbalance_20,HARplusMacro_Ridge,fx_ret1_avg12,-7.091033
future_logrv_60,Macro_SummaryOLS,cpi_yoy_m1,0.094157
future_logrv_60,Macro_SummaryOLS,cpi_yoy_avg12,-0.04626
future_logrv_60,Macro_SummaryOLS,cpi_delta1_m1,-0.002999
future_logrv_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.003992
future_logrv_60,Macro_SummaryOLS,ppi_yoy_m1,-0.071794
future_logrv_60,Macro_SummaryOLS,ppi_yoy_avg12,-0.059581
future_logrv_60,Macro_SummaryOLS,ppi_delta1_m1,0.00154
future_logrv_60,Macro_SummaryOLS,ppi_delta1_avg12,-2.029782
future_logrv_60,Macro_SummaryOLS,m2_yoy_m1,-0.029097
future_logrv_60,Macro_SummaryOLS,m2_yoy_avg12,-0.18396
future_logrv_60,Macro_SummaryOLS,m2_delta1_m1,-0.025727
future_logrv_60,Macro_SummaryOLS,m2_delta1_avg12,1.120723
future_logrv_60,Macro_SummaryOLS,epu_log_m1,0.243919
future_logrv_60,Macro_SummaryOLS,epu_log_avg12,-0.034142
future_logrv_60,Macro_SummaryOLS,epu_log_delta1_m1,0.063421
future_logrv_60,Macro_SummaryOLS,epu_log_delta1_avg12,-4.148055
future_logrv_60,Macro_SummaryOLS,fx_log_m1,-10.141914
future_logrv_60,Macro_SummaryOLS,fx_log_avg12,-2.472438
future_logrv_60,Macro_SummaryOLS,fx_ret1_m1,2.110986
future_logrv_60,Macro_SummaryOLS,fx_ret1_avg12,74.929018
future_logrv_60,Macro_Ridge,cpi_yoy_m1,0.014839
future_logrv_60,Macro_Ridge,cpi_yoy_avg12,0.014409
future_logrv_60,Macro_Ridge,cpi_delta1_m1,0.013149
future_logrv_60,Macro_Ridge,cpi_delta1_avg12,0.149055
future_logrv_60,Macro_Ridge,ppi_yoy_m1,-0.010258
future_logrv_60,Macro_Ridge,ppi_yoy_avg12,-0.009801
future_logrv_60,Macro_Ridge,ppi_delta1_m1,-0.038898
future_logrv_60,Macro_Ridge,ppi_delta1_avg12,-0.550869
future_logrv_60,Macro_Ridge,m2_yoy_m1,-0.002339
future_logrv_60,Macro_Ridge,m2_yoy_avg12,-0.003673
future_logrv_60,Macro_Ridge,m2_delta1_m1,0.005382
future_logrv_60,Macro_Ridge,m2_delta1_avg12,0.225668
future_logrv_60,Macro_Ridge,epu_log_m1,-0.008056
future_logrv_60,Macro_Ridge,epu_log_avg12,-0.00782
future_logrv_60,Macro_Ridge,epu_log_delta1_m1,0.001603
future_logrv_60,Macro_Ridge,epu_log_delta1_avg12,-0.107498
future_logrv_60,Macro_Ridge,fx_log_m1,-0.824021
future_logrv_60,Macro_Ridge,fx_log_avg12,-0.850455
future_logrv_60,Macro_Ridge,fx_ret1_m1,1.759147
future_logrv_60,Macro_Ridge,fx_ret1_avg12,11.428246
future_logrv_60,Macro_PCR,PC1,0.266378
future_logrv_60,Factor_OLS,price_factor_m1,0.002857
future_logrv_60,Factor_OLS,price_factor_avg12,-0.700678
future_logrv_60,Factor_OLS,money_factor_m1,0.01624
future_logrv_60,Factor_OLS,money_factor_avg12,-0.230367
future_logrv_60,Factor_OLS,policy_factor_m1,0.008261
future_logrv_60,Factor_OLS,policy_factor_avg12,0.118134
future_logrv_60,Factor_OLS,fx_factor_m1,0.02163
future_logrv_60,Factor_OLS,fx_factor_avg12,-0.400502
future_logrv_60,Factor_Ridge,price_factor_m1,-0.013125
future_logrv_60,Factor_Ridge,price_factor_avg12,-0.081177
future_logrv_60,Factor_Ridge,money_factor_m1,0.000517
future_logrv_60,Factor_Ridge,money_factor_avg12,-0.002311
future_logrv_60,Factor_Ridge,policy_factor_m1,-0.001619
future_logrv_60,Factor_Ridge,policy_factor_avg12,-0.004537
future_logrv_60,Factor_Ridge,fx_factor_m1,-0.016117
future_logrv_60,Factor_Ridge,fx_factor_avg12,-0.041153
future_logrv_60,HAR_OLS,past_logrv_5,0.107026
future_logrv_60,HAR_OLS,past_logrv_20,0.09674
future_logrv_60,HAR_OLS,past_logrv_60,0.395786
future_logrv_60,HAR_Ridge,past_logrv_5,0.039295
future_logrv_60,HAR_Ridge,past_logrv_20,0.051527
future_logrv_60,HAR_Ridge,past_logrv_60,0.056427
future_logrv_60,HARplusMacro_Ridge,past_logrv_5,0.035594
future_logrv_60,HARplusMacro_Ridge,past_logrv_20,0.046096
future_logrv_60,HARplusMacro_Ridge,past_logrv_60,0.049659
future_logrv_60,HARplusMacro_Ridge,cpi_yoy_m1,0.01323
future_logrv_60,HARplusMacro_Ridge,cpi_yoy_avg12,0.012865
future_logrv_60,HARplusMacro_Ridge,cpi_delta1_m1,0.011344
future_logrv_60,HARplusMacro_Ridge,cpi_delta1_avg12,0.125079
future_logrv_60,HARplusMacro_Ridge,ppi_yoy_m1,-0.008335
future_logrv_60,HARplusMacro_Ridge,ppi_yoy_avg12,-0.007923
future_logrv_60,HARplusMacro_Ridge,ppi_delta1_m1,-0.034225
future_logrv_60,HARplusMacro_Ridge,ppi_delta1_avg12,-0.495552
future_logrv_60,HARplusMacro_Ridge,m2_yoy_m1,-0.003262
future_logrv_60,HARplusMacro_Ridge,m2_yoy_avg12,-0.0045
future_logrv_60,HARplusMacro_Ridge,m2_delta1_m1,0.004703
future_logrv_60,HARplusMacro_Ridge,m2_delta1_avg12,0.195657
future_logrv_60,HARplusMacro_Ridge,epu_log_m1,-0.008039
future_logrv_60,HARplusMacro_Ridge,epu_log_avg12,-0.007375
future_logrv_60,HARplusMacro_Ridge,epu_log_delta1_m1,-0.000363
future_logrv_60,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.171738
future_logrv_60,HARplusMacro_Ridge,fx_log_m1,-0.701936
future_logrv_60,HARplusMacro_Ridge,fx_log_avg12,-0.719505
future_logrv_60,HARplusMacro_Ridge,fx_ret1_m1,1.351208
future_logrv_60,HARplusMacro_Ridge,fx_ret1_avg12,7.606471
future_absret_60,Macro_SummaryOLS,cpi_yoy_m1,9.7e-05
future_absret_60,Macro_SummaryOLS,cpi_yoy_avg12,-6.1e-05
future_absret_60,Macro_SummaryOLS,cpi_delta1_m1,0.000102
future_absret_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.000139
future_absret_60,Macro_SummaryOLS,ppi_yoy_m1,-0.000276
future_absret_60,Macro_SummaryOLS,ppi_yoy_avg12,-0.000258
future_absret_60,Macro_SummaryOLS,ppi_delta1_m1,-7.8e-05
future_absret_60,Macro_SummaryOLS,ppi_delta1_avg12,-0.008397
future_absret_60,Macro_SummaryOLS,m2_yoy_m1,-6.3e-05
future_absret_60,Macro_SummaryOLS,m2_yoy_avg12,-0.000771
future_absret_60,Macro_SummaryOLS,m2_delta1_m1,-0.000137
future_absret_60,Macro_SummaryOLS,m2_delta1_avg12,0.005957
future_absret_60,Macro_SummaryOLS,epu_log_m1,0.001082
future_absret_60,Macro_SummaryOLS,epu_log_avg12,-0.000485
future_absret_60,Macro_SummaryOLS,epu_log_delta1_m1,0.00014
future_absret_60,Macro_SummaryOLS,epu_log_delta1_avg12,-0.017153
future_absret_60,Macro_SummaryOLS,fx_log_m1,-0.033441
future_absret_60,Macro_SummaryOLS,fx_log_avg12,-0.019855
future_absret_60,Macro_SummaryOLS,fx_ret1_m1,0.007867
future_absret_60,Macro_SummaryOLS,fx_ret1_avg12,0.463609
future_absret_60,Macro_Ridge,cpi_yoy_m1,3e-05
future_absret_60,Macro_Ridge,cpi_yoy_avg12,2.8e-05
future_absret_60,Macro_Ridge,cpi_delta1_m1,5e-05
future_absret_60,Macro_Ridge,cpi_delta1_avg12,0.000558
future_absret_60,Macro_Ridge,ppi_yoy_m1,-4.1e-05
future_absret_60,Macro_Ridge,ppi_yoy_avg12,-4e-05
future_absret_60,Macro_Ridge,ppi_delta1_m1,-0.000149
future_absret_60,Macro_Ridge,ppi_delta1_avg12,-0.001991
future_absret_60,Macro_Ridge,m2_yoy_m1,-2e-06
future_absret_60,Macro_Ridge,m2_yoy_avg12,-8e-06
future_absret_60,Macro_Ridge,m2_delta1_m1,2.7e-05
future_absret_60,Macro_Ridge,m2_delta1_avg12,0.001072
future_absret_60,Macro_Ridge,epu_log_m1,-6.7e-05
future_absret_60,Macro_Ridge,epu_log_avg12,-6.9e-05
future_absret_60,Macro_Ridge,epu_log_delta1_m1,1.6e-05
future_absret_60,Macro_Ridge,epu_log_delta1_avg12,-0.000355
