date,market_return,abnormal_return,abs_ar,hs300_close,hs300_volume,ivix,north_flow,margin_balance,usd_cny,gdp_growth,cpi,ppi,m2_growth,epu,volatility_20d,volatility_60d,momentum_5d,momentum_10d,momentum_20d,volume_ratio_5d,volume_ratio_20d,intraday_range,sentiment_zscore,sentiment_level,amihud
2015-07-15,-0.0353562091256908,-0.0050888136673798,0.0050888136673798,3966.759,42195635200,45.06,-3.3362,14197.3,611.52,12.4,1.4,-4.8,11.8,268.70921,0.0453350323979228,0.0318519509134996,0.0842586125011184,-0.0600146296202223,-0.2233182898630928,0.8853309744087469,0.8906815935778858,0.0541336138646185,-1.6836830397459184,恐惧,0.0083791152705981
2015-07-16,0.0077133498657215,0.003122082496723,0.003122082496723,3997.356,33053136000,41.63,-5.299,14185.5,611.73,12.4,1.4,-4.8,11.8,268.70921,0.0451544454978587,0.0317313510463082,0.0279300386958325,-0.0182019889209967,-0.2302174998489435,0.7479087766496,0.70263659166828,0.0527100913703958,-1.3851238099112737,恐惧,0.0023336211927732
2015-07-17,0.0385604884828871,0.0034650599700487,0.0034650599700487,4151.496,33110713600,39.33,1.9485,14254.5,611.92,12.4,1.4,-4.8,11.8,268.70921,0.045935741789133,0.0319574408036017,0.0128861023313897,0.074418678783097,-0.1511260034383779,0.8114937165398279,0.7063598190486714,0.0457557950194338,-0.655843459037719,中性,0.0116459249259089
2015-07-20,0.0021958349472093,-0.0065873109543936,0.0065873109543936,4160.612,35267347200,38.73,-3.7824,14238.8,611.97,12.4,1.4,-4.8,11.8,268.70921,0.0443048677557068,0.0319604631440718,-0.0105492729131042,0.0476329374382754,-0.0894039372337568,0.9326579431990072,0.7528039919087126,0.0277132306497217,-0.1970235792176503,中性,0.0006226254939893
2015-07-21,0.0012964438885434,-0.0051074377680242,0.0051074377680242,4166.006,31837494400,38.79,-6.7102,14325.4,611.99,12.4,1.4,-4.8,11.8,268.70921,0.0434927809762441,0.0319515382880307,0.0144099080586707,0.0665693331391942,-0.1202483880343393,0.9072355348009932,0.6829967426969485,0.0287512788027669,-0.4834025303976587,中性,0.0004072066326122
2015-07-22,-0.0021233766826068,-0.0042066711252882,0.0042066711252882,4157.16,31894598400,35.26,-6.2339,14362.6,611.68,12.4,1.4,-4.8,11.8,268.70921,0.0430873100642205,0.03179803000558,0.0476427405017546,0.1319013530028731,-0.1420193226091801,0.9655474432981987,0.6928193440519426,0.0223034475459206,-0.5190393825047062,中性,0.0006657480542557
2015-07-23,0.0225261957682649,-0.0017850079068055,0.0017850079068055,4250.805,35447174400,32.98,3.3360000000000003,14552.5,611.72,12.4,1.4,-4.8,11.8,268.70921,0.0430251006035664,0.0319144281371367,0.062455586404298,0.0903856251001306,-0.0839182257010674,1.057762582606951,0.7777318246316168,0.0266391895182207,0.1737026564494946,中性,0.0063548635820927
2015-07-24,-0.0175322086051935,-0.0046767309447232,0.0046767309447232,4176.279,39204537600,33.09,-0.6615000000000001,14542.3,611.69,12.4,1.4,-4.8,11.8,268.70921,0.0394799383399945,0.031963907356759,0.0063628893162173,0.019248991647607,-0.0227678164207593,1.1288303345088089,0.8653533246651918,0.0347278043444893,-0.1940698257888007,中性,0.0044719845401756
2015-07-27,-0.0856140118991092,-0.0007803580803542,0.0007803580803542,3818.731,36505449600,30.41,-1.5371,14261.5,611.76,12.4,1.4,-4.8,11.8,268.70921,0.0432715712700963,0.033748377436839,-0.0814469575301012,-0.0919962304432054,-0.0750240111552807,1.0436733155859346,0.8203173305826416,0.0888106546389363,-0.7610408045081548,中性,0.0234523921324637
2015-07-28,-0.002000140884498,0.0147909008869627,0.0147909008869627,3811.093,38352723200,39.52,24.5827,13775.8,611.54,12.4,1.4,-4.8,11.8,268.70921,0.0399431353113138,0.0337176660896235,-0.0847435423031427,-0.070333634244472,-0.1441709276112918,1.0571051642013662,0.8759523499969754,0.0671788906751947,-0.92193451605482,中性,0.0005215120903065
2015-07-29,0.0312996822696272,-0.0031436513676463,0.0031436513676463,3930.379,27697283200,41.79,-6.4486,13690.2,611.5,12.4,1.4,-4.8,11.8,268.70921,0.0395442208084008,0.0336585507654994,-0.0513204833509086,-0.003677742849154,-0.0636923724693763,0.781494437064758,0.6439688181903158,0.0419333606250186,1.3900376555520702,贪婪,0.0113006326445863
2015-07-30,-0.0292508686821296,-0.0072402320463299,0.0072402320463299,3815.412,27154867200,37.43,-2.0587,13677.2,611.65,12.4,1.4,-4.8,11.8,268.70921,0.0393591557341032,0.0338289920514116,-0.1030975478013033,-0.0406419613970052,-0.058843950318002,0.8038033797438384,0.6452735975524866,0.043416543219972,2.656091922962976,极度贪婪,0.01077186953878
2015-07-31,0.0003373161273279,0.011681799292212,0.011681799292212,3816.699,22237676800,40.17,4.2727,13352.0,611.72,12.4,1.4,-4.8,11.8,268.70921,0.0374752356426908,0.0337659300303073,-0.0852280230687818,-0.0788651337525645,-0.0044464549694674,0.7317528628214915,0.5417468248263355,0.0276770581070185,3.119747827727436,极度贪婪,0.0001516867658261
