target,model,best_params,train_r2,adj_r2_train,test_r2_os,test_rmse,test_mae,unstable
future_absret_5,HAR_OLS,HAC_lags=4,0.37152225624751967,0.37028346963039926,0.09575544246125156,0.004648735197331658,0.002772790445093536,False
future_absret_5,HARX_OLS,HAC_lags=4,0.3771386903682822,0.3742664708904022,0.06278321566259892,0.004732731707194433,0.0028899732051252936,False
future_absret_5,HAR_Ridge,alpha=1000,0.368259310223485,,0.09726479046690306,0.004644853786288737,0.0028528859516349556,False
future_absret_5,HARX_Ridge,alpha=1000,0.3760957175466536,,0.0508279593978902,0.004762821716475033,0.0029961078615137597,False
future_logrv_20,HAR_OLS,HAC_lags=19,0.525371375227963,0.5244302741874367,0.00014994867869289052,0.7169758317927538,0.5209232352968279,False
future_logrv_20,HARX_OLS,HAC_lags=19,0.5362340881692964,0.5340827552449656,-0.02829109731366164,0.7271016292185981,0.5317528626668365,False
future_logrv_20,HAR_Ridge,alpha=1000,0.5292548876715994,,0.04859323268138804,0.6993912554299778,0.5110488261354318,False
future_logrv_20,HARX_Ridge,alpha=1000,0.5430688910665284,,-0.02221094037037563,0.7249488115637539,0.5354150929423414,False
