code,name,current,last_close,change_pct,amplitude,volume,amount,date
sh000001,上证指数,3942.6777,3891.8605,1.305730254206193,0.6686185180584001,486454460,776831366547.0,2026-04-01 06:20
sz399001,深证成指,13684.496,13478.056,1.5316748943616103,1.0178767620493676,56270739267,962974476141.634,2026-04-01 06:20
sh000300,沪深300,4520.854,4450.0493,1.5910992266984683,0.9001001404636144,185742349,434444595591.0,2026-04-01 06:20
sz399006,创业板指,3243.498,3184.952,1.8382066668508605,1.5215927900954231,15421049902,441467250093.27,2026-04-01 06:20
