date,market_status,sh000001_price,sh000001_change,sz399001_price,sz399001_change,sh000300_price,sh000300_change,sz399006_price,sz399006_change,limit_up,limit_down,sentiment_zscore,sentiment_level
2026-04-01 06:20,已收盘,3942.6777,1.305730254206193,13684.496,1.5316748943616103,4520.854,1.5910992266984683,3243.498,1.8382066668508605,0,0,-0.08181451362480201,中性
